id	project_name	assignee_id	processed_title	processed_description	processed_labels	priority_id	type_id	status_name
13191362	GEODE	3910	gfsh destroy jndi bind command actually remove datum source	execute gfsh command destroy jndi bind target datum source datum source partially release early	['pull-request-available']	4	1	Resolved
13133505	GEODE	3910	remoteoperationmessage subclass confuse	remoteoperationmessage actually geode transaction hard figure look class claim place implementation partitionedregions throw forcereattemptexception try send message partitionedregion bucket handle exception end throw internalgemfireexception action item repackage message package remove reference partitionedregion comment stop throw forcereattemptexception change code use message transactional use message	['pull-request-available']	3	4	Closed
13436546	GEODE	3910	outofmemorydunitt fail java cmsinitiatingoccupancyfraction long exist	test explicitly add cmsinitiatingoccupancyfraction cms remove late java release outofmemorydunitt initializationerror fail defaultmulticauseexception multiple failures failure assertionfailederror cache server process terminate unexpectedly exit status unrecognized option error create java virtual machine error fatal exception occur program exit	['java17', 'pull-request-available']	3	1	Closed
13229443	GEODE	3910	optimize zero length string	allocate instance string string deserialize string instead return canonical save object allocation	['performance']	3	4	Closed
12920146	GEODE	3910	failure	assertionerror	['ci']	3	1	Closed
13321887	GEODE	3910	failure fail timeout	test fail run noformat sessionexpirationdunittest failed conditiontimeoutexception condition lambda expression sessionexpirationdunittest use string fulfil second cause jedisconnectionexception socketexception broken pipe write fail cause socketexception broken pipe write fail method noformat bisect find start fail noformat commit author darrel schneider date mon aug change memberdeparte disconnect connection server disconnect connection memberdeparte authored john hutchison noformat	['pull-request-available']	3	1	Closed
13343842	GEODE	3910	add serverconnection thread threadmonitoring service	geode thread monitoring service tms monitor thread stuck log thread dump stuck thread configure time ticket add serverconnection thread monitor tms	['geodeoperationapi', 'blocks-1.14.0\u200b', 'pull-request-available']	3	4	Closed
12961912	GEODE	3910	failure	distributedtest noformat error message rmiexception invoke run host vms stacktrace rmiexception invoke run host vms method method source method cause assertionfailederror expect tombstone expect method hydra source method method standard output previously run test reconnectedcacheserverdunittest cachedalleventsdunittest regionexpirationdunitt callbackargdunittest clientregisterinterestdunittest diskdistributednoackasyncregiondunittest clearmultivmcallbkdunittest diskdistributednoackasyncoverflowregiondunittest clientregisterinterestselectordunittest clientserverccedunittest removeallmultivmdunittest diskdistributednoacksyncoverflowregiondunittest concurrentleaveduringgiidunittest txorderdunitt distributedackoverflowregioncceoffheapdunittest noformat	['ci']	3	1	Closed
13224938	GEODE	3910	create string deserialization optimize	create string deserialization datum know ascii character set character represent byte currently read byte temporary byte array create string instance give byte array string constructor create char array copy byte byte array garbage instead directly create char array fill read byte datainput reflection directly set char array value field string instance create string prevent extra copy datum reduce garbage creation	['optimization']	3	4	Closed
13437061	GEODE	3910	geode assume cms garbage collector jdk lack	place geode code documentation assume concurrent mark sweet cms garbage collector exist argument meaningful cmsinitiatingoccupancyfraction cms garbage collector available jdk jdk warn recognize argument production class rely cms args runtime extension geode module recommend configure cms args geode gfsh startmemberutils pass cms args max heap set test class use cms args runtime geode redi outofmemorydunitt pass cmsinitiatingoccupancyfraction arg start server user face javadoc comment class refer cms args geode core evictionattributes geode core resourcemanager code comment class refer cms args geode module abstractcache property file geode module assembly define refer cms args script tcserver geode configuration tcserver geode configuration documentation file geode doc refer cms args configure run manage manage	['java17', 'pull-request-available']	3	4	Closed
13439755	GEODE	3910	fail java	noformat shouldcachesessiononclient failed assertionfailederror expect error servlet inaccessibleobjectexception unable field private transient abstractdrbg accessible module open unnamed module method noformat	['java17', 'pull-request-available']	3	4	Closed
12905655	GEODE	3910	failure	fail time run stability error message assertionerror suspicious string write log run fix string use ignore find suspect string line distributedsystemdisconnectedexception connection distribute system disconnect find suspect string line distributedsystemdisconnectedexception connection distribute system disconnect stacktrace assertionerror suspicious string write log run fix string use ignore find suspect string line distributedsystemdisconnectedexception connection distribute system disconnect find suspect string line distributedsystemdisconnectedexception connection distribute system disconnect dunit dunit dunit	['ci']	3	1	Closed
13408322	GEODE	3910	redisstring consistently use deltainfo write op update redisstring	currently redisstring generate deltainfo instance append exist redisstring write op redisstre implementation generate deltainfo instance cause entire redisstring instance serialize secondary op tend change entire string example set rid old value string add brand new value type op consistent generate deltainfo follow benefit memory usage region consistent primary secondary value store form understand value class implement delta interface redisdata class primary store value deserialize form gets store secondary serialize value arrive secondary delta byte generate deltainfo instance secondary receive data byte keep value store region object form cause update produce old garbage happen deltainfo send modify place object jvm heap memory deltainfo new value create old value garbage old value promote old generation jvm work garbage collect good object die young sad true redisstring number op use generate deltainfo easily change generate deltainfo contain byte array new value redisstring work setrange setbit optimize add subset byte deltainfo index	['pull-request-available', 'release-blocker']	3	4	Closed
13229414	GEODE	3910	filterroutinginfo optimize allocate byte array time	filterroutinginfo optimize allocate byte array time currently allocate new byte array heapdataoutputstream instead thread local byte array cache	['performance']	3	4	Closed
13436261	GEODE	3910	objecttraverser traverse proxy jdk	jdk objecttraverser field proxy object class accessible class unopened package jdk create proxy class dynamic package create jdk need package open start jvm open package exist time memoryoverheadintegrationtest show failure integration test task jdk example failure test result stack trace noformat inaccessibleobjectexception unable field private static final method accessible module open unnamed module method method source method noformat	['java17', 'pull-request-available']	3	4	Closed
13192666	GEODE	3910	create jndi bind gfsh command report error	command succeed error server expect command fail url typo credential incorrect driver class find classpath etc noformat gfsh create jndi bind url lcoalsthag driver simple foo password member status message initiated jndi bind server log verify change configuration group cluster persist noformat server error log noformat error pdt exception catch try load driver asdffii classnotfoundexception asdffii error pdt exception create gemfirebasicdatasource exception string exception catch try load driver asdffii sqlexception exception catch try load driver asdffii noformat	['pull-request-available']	3	1	Resolved
12905993	GEODE	3910	failure	noformat dunit rmiexception invoke run host vms dunit dunit dunit method source source source cause assertionfailederror expect key key rawvalue source hydra source method source method noformat previously run test vmdunittest basicdunittest cachetimeslowdowndunittest partitionedregionoffheapdunittest distributedackoverflowregioncceoffheapdunittest diskdistributednoacksyncoverflowregiondunittest distributedackregioncceoffheapdunittest cachemaptxndunittest searchandloaddunittest dynamicregiondunittest diskregiondunittest clientserverccedunittest distributednoackregionoffheapdunittest cacheregionsreliablitystatscheckdunittest distributedackregioncompressiondunittest cachestatisticsdunittest putallcallbksinglevmdunittest txorderdunitt distributedackregionoffheapdunittest	['ci']	3	1	Closed
13139976	GEODE	3910	remove getinstance call multivmregiontestcase	multivmregiontestcase call	['pull-request-available']	3	7	Closed
13149812	GEODE	3910	jdbc connector hard code quote identifier sql statement	currently jdbc connector double quote identifier sql statement create instead double quote instead ask jdbc quote string use database support quote identifier space return	['pull-request-available']	3	1	Closed
12915598	GEODE	3910	failure	revision noformat dunit rmiexception invoke run host vms dunit dunit dunit method method source method cause bindexception fail create server socket method hydra source method source method cause bindexception address use method noformat failure availableporthelperjunittest possible availableporthelper issue see test fail twice dunit test fail port confict	['ci', 'flaky']	3	1	Closed
12972767	GEODE	3910	failure	gemfirecacheimpltest checkthatasynceventlistenersuseallthreadsinpool fail conditiontimeoutexception condition lambda expression gemfirecacheimpltest use threadpoolexecutor threadpoolexecutorint intlong fulfil second	['ci']	3	1	Closed
12923842	GEODE	3910	failure	fail time run assertionerror method source source source	['ci']	3	1	Closed
12902003	GEODE	3910	gfsh create region time live expiration action work	option spell time live expiration action typo source code spell time live expiriation action	['gfsh']	4	1	Closed
12909065	GEODE	3910	fail	revision noformat dunit rmiexception invoke run host vms dunit dunit dunit method source source source cause assertionfailederror event occur entry key key expire exist dunit source hydra source method source method noformat	['ci']	3	1	Closed
12828053	GEODE	3910	merge gemfire test geode	initial drop geode receive pivotal contain test gemfire gemfire team work get rest unit test contribute open source project bug track status work	['asf-migration']	3	7	Closed
13407148	GEODE	3910	add geode redis stat publish subscribe	geoderedisstat pub sub stat stat command help publish async implementation async publishe need stat tell progress time stat tell total time async publish take publish miss find subscriber worth have stat publishe miss nice subscriber server include subscribe psubscribe unbalanced cause memory perf issue pattern subscription expensive different pattern have like uniquepattern	['pull-request-available']	3	4	Closed
13427624	GEODE	3910	join locators cluster possible java	try add multiple locator cluster particularly direct bytebuffers follow exception throw code java cause systemconnectexception peer generate exception connection attempt cause internalgemfireexception unable retrieve underlie byte buffer cause inaccessibleobjectexception unable public object accessible module open unnamed module code	['java17', 'jdk17', 'pull-request-available']	2	7	Closed
13394737	GEODE	3910	redisdata keep deltainfo reference long	current implementation delta redisdata clear reference deltainfo todelta call work fine normal case abnormal case case extra memory deltainfo instance keep alive happen extra server go geode run server optimization geode call todelta case deltainfo instance keep store primary actually size test find problem test change clear deltainfo reference test instead test clear change geode clear return	['pull-request-available', 'unreleased']	3	1	Closed
13144857	GEODE	3910	jdbcwriter jdbcasyncwriter fail write null field database	jdbcwriter jdbcasyncwriter end call jdbc method value null pdx field contain null work jdbc driver support send non type null backend database driver support put fail sqlexception portability jdbc connector change pass null setobject type	['pull-request-available']	3	1	Closed
12906905	GEODE	3910	failure	test fail rev noformat assertionerror expect method method source method noformat	['ci']	3	1	Closed
12906069	GEODE	3910	failure redis	noformat indexoutofboundsexception index size method method source method noformat	['ci']	3	1	Closed
13195781	GEODE	3910	remove contain primary key jdbc mapping	contain primary key feature remove jdbc mapping domain class primary key value advanced feature useful user	['pull-request-available']	3	4	Resolved
13315241	GEODE	3910	fix pubsub hang	pubsub hang concurrent publisher subscriber multiple server initial fix revert cause bug response client order	['pull-request-available']	3	1	Closed
13135949	GEODE	3910	remove singleton call region product code	region product class invoke singleton getter cacheserverlauncher entryeventimpl gemfirecacheimpl distributedputalloperation eventstatehelper gemfirecacheimpl partitionattributesimpl partitionedregionhelper	['pull-request-available']	3	7	Closed
13067781	GEODE	3910	user need default way connect client exist region server	clientregionshortcut require connect client exist region list intutive currently proxy logical pick default behavior behave javadocs regardless user read list doc figure clientregionshortcut use try connect exist region server create zero arg constructor well createclientregionfactory step altogether call shortcut create proxy exist region server behvior happen server	['storage_2']	3	7	Open
13196897	GEODE	3910	jdbc connector automatically configure jdbcloader jdbcasyncwriter	geode user create jdbc mapping create jdbc mapping command require perform additional configuration datum flow geode relational database currently user expect specify cacheloader asynceventqueue require ahead create async event queue default value jdbc mapping create queue mapping acceptance criteria give partition region previously create mapping create create jdbc mapping command list async event queue command show newly create parallel aeq describe region command show cache loader async event queue configure give replicate region previously create mapping create create jdbc mapping command list async event queue command show newly create serial aeq describe region command show cache loader async event queue configure cluster configuration enable throw error	['pull-request-available']	3	4	Closed
12966216	GEODE	3910	failure	rmiexception invoke run host vms method method source method cause assertionfailederror expect tombstone expect method hydra source method method	['ci']	3	1	Closed
13136358	GEODE	3910	remove singleton call product code	product class invoke singleton getter regionsnapshotserviceimpl	['pull-request-available']	3	7	Closed
13392166	GEODE	3910	bytebufferinputstream offheapbytesource fail java later	bytebufferinputstream offheapbytesource method determineunaligne fail java later call allow normal condition start java method call class load cause class load fail try handle exception return false exception java throw runtimeexception catch exception fail inaccessibleobjectexception workaround bug start jvm access permit cause bytebufferinputstream bunch work byte time instead optimal multi byte method like readshort readint readlong simple change determineunaligne catch runtimeexception setaccessible read system property following return true code java code bit class jdk jdk logic move unsafeconstants value inject jvm unclear list grow	['java16', 'java17', 'pull-request-available']	3	1	Closed
12907232	GEODE	3910	failure	noformat error message dunit rmiexception invoke run host vms stacktrace dunit rmiexception invoke run host vms dunit dunit dunit method source source source cause assertionfailederror test fail time issue source hydra source method source method standard output previously run test regionexpirationdunitt removeallmultivmdunittest offheaplruevictioncontrollerdunittest distributednoackregioncceoffheapdunittest partitionedregiondunittest globalregionccedunittest distributedackregionoffheapdunittest distributednoackregioncompressiondunittest lruevictioncontrollerdunittest distributedackoverflowregionccedunittest distributedackregioncceoffheapdunittest localregiondunittest distributedackpersistentregioncceoffheapdunittest distributedackregiondunittest regionreliabilitydistnoackdunittest concurrentleaveduringgiidunittest rrsynchronizationdunittest txrestrictionsdunittest clientserverccedunitt prbucketsynchronizationdunittest distributedackregionccedunittest noformat	['ci']	3	1	Closed
13439266	GEODE	3910	deploylargesetofjar fail jdk	failure cause heap work jdk noformat deploywithlargejartest deploylargesetofjar fail assertionfailederror exit value process start gfsh start locator locator start server server sleep deploy geode geode geode assembly build install apache geode lib commons geode geode geode assembly build install apache geode lib commons geode geode geode assembly build install apache geode lib commons geode geode geode assembly build install apache geode lib commons geode geode geode assembly build install apache geode lib commons geode geode geode assembly build install apache geode lib commons geode geode geode assembly build install apache geode lib commons geode geode geode assembly build install apache geode lib commons geode geode geode assembly build install apache geode lib commons expect method noformat	['java17', 'pull-request-available']	3	4	Closed
12933554	GEODE	3910	fail assertion	revision noformat dunit rmiexception invoke run host vms dunit dunit dunit method method source method cause assertionfailederror expect tombstone expect method hydra source method method noformat	['ci']	3	1	Closed
13440481	GEODE	3910	outofmemorydunitt throw jedisdataexception	outofmemorydunitt test fail concurrent mark sweep cms garbage collector exist hunch test code rely cms like behavior establish memory threshold condition test example test result example stack trace noformat defaultmulticauseexception multiple failures failure assertionfailederror expect message oom command allow memory maxmemory err server internal error try throwable fail check jedisdataexception err server internal error try method method source method jedisdataexception err command receive geoderedisserver improperly format expect actual method source method suppress assertionfailederror expect message oom command allow memory maxmemory err server internal error try throwable fail check jedisdataexception err server internal error try method method source method source method suppress jedisdataexception err command receive geoderedisserver improperly format expect actual method cause assertionfailederror expect message oom command allow memory maxmemory err server internal error try throwable fail check jedisdataexception err server internal error try method method source method source method method source method cause jedisdataexception err command receive geoderedisserver improperly format expect actual method method source method noformat	['java17', 'pull-request-available']	3	4	Closed
13135536	GEODE	3910	remove singleton call test	test invoke singleton getter cacheserializablerunnable clientserverccedunitt multivmregiontestcase reconnectdunittest cachedalleventsdunittest callbackargdunittest clientmembershipdunittest clientservertestcase proxydunitt reconnectdunittest regionmembershiplistenerdunittest regionreliabilitytestcase remoteprvaluesarenotdeserializedregressiontest txorderdunittest valuesarelazilydeserializedregressiontest distributednoackregionccedunittest multivmregiontestcase reconnectdunittest	['pull-request-available']	3	7	Closed
13446126	GEODE	3910	cache close partition region close region statistic	notice look hprof memory dump jvm cache close keep partitionedregion instance garbage collect turn region regionperfstat instance close stat region close own partitionedregiondatastore bucketstat instance variable indicate method call look like bug code path handle operation operation call closepartitionedregion invoke buggy code path reason call closepartitionedregion fix bug easy safe code path	['pull-request-available']	3	1	Closed
13445465	GEODE	3910	remove unneeded add open memberjvmoption	currently gfsh start locator server add open turn geode need package open remove	['java17', 'pull-request-available']	3	1	Closed
13392638	GEODE	3910	radish command match redis error behaviour integer argument begin	native redis command integer argument return err value integer range argument begin current implementation command geode behave way method modify check character throw numberformatexception case alternately place want preserve exist behaviour additional bytestolongstrict method add coder class additional check	['pull-request-available', 'unreleased']	3	1	Closed
13397660	GEODE	3910	redis command increment decrement long extra conversion	redi command increment decrement long end store new value redisdata instance ascii byte array require return value client geode implementation return value currently long instead byte force code later correct form return caller copy byte instead need compute	['pull-request-available']	3	4	Closed
13319629	GEODE	3910	srandmember negative count return member	srandmember send negative count return number item equal absolute value uniqueness guarantee sadd abc srandmember abc srandmember abc srandmember abc combination redis unit test doc unit type set srandmember hashtable documentation currently geode redis return member set	['pull-request-available']	3	1	Closed
13322338	GEODE	3910	update redis api geode doc	doc update describe redis api upcoming release	['pull-request-available']	3	4	Closed
13145188	GEODE	3910	jdbcwriter jdbcasyncwriter write row load jdbcloader	region jdbcloader jdbcwriter time jdbcloader load jdbc rewrite jdbc jdbcwriter	['pull-request-available']	3	1	Closed
13066038	GEODE	3910	thread leak offheap memory configure	offheap memory create close cache run thread time cache initialize create thread pool handle offheap lru eviction thread pool close cache close lead exception like quote outofmemoryerror unable create new native thread quote thread clean garbage collector major collection force java object finalization happen offheap	['storage_2']	3	1	Closed
13209495	GEODE	3910	jdbc connector use pdx instance instead json composite key	gemfire user composite key want replace json pdx key support order key minimal memory impact acceptance criteria give jdbc mapping use composite key crud operation datum region specify key stable pdx instance contain field match specify give exist cache jdbc mapping use composite key want specify composite key crud operation method cache create stable pdx instance give exist cache jdbc mapping use composite key want specify composite key crud operation method cache create stable pdx instance order field composite key matter give exist cache pdx read serialize set false operation trigger deserialization stable pdx instance stable pdx instance deserialize stable pdx instance give stable pdx instance getobject method return stable pdx instance	['pull-request-available']	3	4	Closed
13412363	GEODE	3910	client socket leak error condition occur durable client	client socket leave half open properly close error condition occur case code java exist proxy run mean client durable unsuccessfulmsg requested durable client identifier exist durable client duplicate durable client allow cacheclientproxy set unsuccessful response byte responsebyte handshake code consider current client connect attempt fail write response client cause client throw serverrefusedconnectionexception wrong method set unsuccessfulmsg correctly send handshake say client reject throw exception close socket think right call performpostauthorization followiing code java unsuccessfulmsg null try catch ioexception ignore performpostauthorization code discussion detail find	['geodeoperationapi', 'blocks-1.15.0\u200b', 'pull-request-available']	2	1	Closed
13394520	GEODE	3910	redishash redissortedset use hashmap use memory need	redishash redissortedset instance end keep object alive need memory object currently keep track geode getsizeinbyte implementation object reference field problem entry instance mapentryset key instance keyset value instance anonymous subclass abstractobjectcollection field lazily initialize corresponding method call initialize stay way forever object reference immutable field implicit reference outer class instance currently look like redi op end call method case object account byte bit jvm clear implementor choose cache immutable object instead create time state initialize construct thing override method cache null cache field call super method method ignore super implementation create return instance cache cache field waste memory case byte compressed oop avoid waste memory create subclass field look like able rid field support null key use direction probably force byte array key instead generic parameter rid strategy field possibility code use map entryset way instance cache instead key value entryset well add method need subclass name scan stable cursor easily place need key value entry easy add foreach style method directly subclass use redishash probably override method throw exception prevent accidentally future	['pull-request-available']	3	4	Closed
13195772	GEODE	3910	gfsh alter jdbc mapping command remove	gfsh alter jdbc mapping command remove consistency extension avoid confusion alter usually mean change effect immediately jdbc change happen cache restart jdbc mapping command simple easy destroy recreate	['pull-request-available']	3	4	Resolved
12903887	GEODE	3910	failure	fail time run stability assertionerror expect	['ci']	3	1	Closed
13229420	GEODE	3910	advisesameasynceventqueueids advisesamegatewaysenderids allocate arraylist	advisesameasynceventqueueids advisesamegatewaysenderids allocate arraylist implementation change detect result list case arraylist need	['performance']	3	4	Resolved
12907576	GEODE	3910	failure	noformat assertionerror expect method method source method noformat	['ci']	3	1	Closed
13002989	GEODE	3910	diskregionjunittest use hard code port	diskregionjunittest integrationtest use hard code port cause intermittent failure core integrationtest diskregionjunitt testbridgeserverrunninginsynchpersistonlyforioexceptioncase failed bindexception fail create server socket cause bindexception address use method diskregionjunitt testbridgeserverstoppinginsynchpersistonlyforioexceptioncase failed bindexception fail create server socket cause bindexception address use method test complete fail skip noformat	['flaky']	3	1	Closed
13406170	GEODE	3910	redis functionexecutor class rename remove	geode redis implementation bunch class end functionexecutor actually implement geode function level command executor usually deal lock geode primary bucket obtain striped lock rename remove renaming easy removal simplify code make easy future add command	['pull-request-available']	3	4	Closed
13002810	GEODE	3910	failure	revision assertionerror thread terminate method method source method	['ci']	3	1	Closed
13156664	GEODE	3910	refactore use regionmapput	regionmapput currently non txapplyput share code txapplyput refactore use code regionmapput	['pull-request-available']	3	7	Closed
13330381	GEODE	5479	redis native test stand geode server	native acceptance test currently extend integration test class result native container instance geode instance start problem pubsubnativeacceptancetest test native redi	['pull-request-available']	3	6	Closed
13307613	GEODE	5479	redis mset command need atomic	support unsupported redis string command release need atomic mset note mget need atomic mset atomic like rename lock multiple key manner prevent distributed deadlock	['pull-request-available', 'unreleased']	3	1	Closed
13437457	GEODE	5479	improve performance	small method optimize extensively albeit indirectly geode redi module datum structure size calculation	['pull-request-available']	3	4	Closed
13412111	GEODE	5479	kill multiple radish server expect operation continue	kill server expect distribute system recover datum loss expect motivation test ensure situation primary secondary bucket available redis client able continue op getting stick hit loop moved response etc	['pull-request-available']	3	6	Closed
13210991	GEODE	5479	switch parallel mode windowsgfshdistributedt job	windowsgfshdistributedt job fail bind exception job parallelize probably run parallel	['pull-request-available']	3	3	Closed
13412548	GEODE	5479	remove use local docker compose radish native test	recent update docker desktop introduce docker compose appear compatible testcontainer cause startup fail noformat containerlaunchexception container startup fail cause retrycountexceededexception retry limit hit exception cause containerlaunchexception create start container cause containerlaunchexception abort attempt link container run noformat	['pull-request-available']	3	6	Closed
13172671	GEODE	5479	use launch gfshrule	gfshrule need run cmd environment variable correctly pass	['pull-request-available']	3	1	Closed
12920504	GEODE	5479	failure	git rev build compute set external use command enable horizontal scroll wide result	['ci']	3	1	Closed
12938955	GEODE	5479	fail assertionerror pulse war file find	assertionerror pulse war file find method method source method	['ci']	3	1	Closed
13167246	GEODE	5479	resolve address gfsh netstat output	gfsh netstat command underlie host netstat utility dns misconfigured slow command result long runtime potentially fail test result user wonder wrong command command option similarly lsof address need resolve	['pull-request-available']	3	1	Closed
13126399	GEODE	5479	improve gradle task checkmissedt inspect annotation	avoid repetition mistake safeguard place require correct runner corresponding appear	['pull-request-available']	3	7	Closed
13182407	GEODE	5479	flaky test	test fail precheckin run look like test make assertion thread run jvm like sensitive environment rely case actually find few thread run test start noformat locatorlauncherjmxmanagerlocalregressiontest locatorwithnonzerojmxportcleansupwhenstoppe failed conditiontimeoutexception assertion condition define lambda expression locatorlauncherjmxmanagerlocalregressiontest expect second cause comparisonfailure expect source noformat	['pull-request-available', 'swat']	3	1	Resolved
13433975	GEODE	5479	refactor redis use public dataserializable framework	refactor redis use public dataserializable framework instead dataserializablefixedid serialization framework	['pull-request-available']	3	4	Closed
12927080	GEODE	5479	failure	noformat assertionerror expect method source source source noformat	['ci']	3	1	Closed
13425278	GEODE	5479	geoderedisserverstartupusinggfshacceptancetest flaky	see pre checkin run acceptance test code java geoderedisserverstartupusinggfshacceptancetest failed assertionfailederror exit value process start gfsh start server redis enable true expect method failed assertionfailederror exit value process start gfsh start server redis enable true redi expect method code code java test result uri build apache develop geode test result report artifact job available build apache develop geode test acceptancetestfile geode code	['flaky', 'pull-request-available']	3	1	Closed
12909224	GEODE	5479	gfsh alter region entry time live expiration cause subsequent server restart fail	summary example alter region time live command execution cause unexpected behavior different cluster configuration setup provide option cluster run make cluster completely unstable scenario enable cluster configuration false restart exiting server add new server fail new timeout value successfully apply entry time live expiration value partition region runtime gfsh step add xml fragment inside element partitioned region noformat noformat start locator cluster configuration false start server let execute alter region time live gfsh notice new value update run server noformat gfsh alter region time live member status region alter region alter region alter noformat stop modify new timeout value run server have new timeout value region start notice server start fail error noformat exception thread main illegalstateexception entry time live set regionattributes incompatible entry time live distribute member noformat revert timeout old value start notice start issue timeout value different cluster member add new server behave restart exist server describe	['gfsh']	3	1	Closed
13150612	GEODE	5479	use debug build test	plugin host maven debug build try resolve current docker issue plugin fork	['pull-request-available']	3	3	Closed
13181219	GEODE	5479	describeclientcommanddunittest fail windows	test make incorrect assumption order list member noformat describeclientcommanddunittest describeclient failed comparisonfailure coordinator method noformat	['pull-request-available']	3	1	Closed
13172943	GEODE	5479	pdxattributesjunittest teardown cache correct order	teardown test try clean remove diskstore directory close cache windows result follow error noformat ioexception unable delete file method ioexception unable delete file method noformat	['pull-request-available']	3	1	Resolved
13150355	GEODE	5479	introduce resultmodel object replace resultdata	introduce pojo replacement compositeresultdata tabularresultdata inforesultdata errorresultdata pojo json serializable jackson provide ability use legacy new pojo command migrate	['pull-request-available']	3	7	Closed
12905677	GEODE	5479	failure	fail time run stability error message dunit rmiexception invoke run host vms stacktrace dunit rmiexception invoke run host vms dunit dunit dunit method source source source cause assertionfailederror event occur wait alert reach managing node dunit method hydra source method source method	['ci']	3	1	Closed
13211617	GEODE	5479	cacheconnectionjunitt fail intermittently windows jdk	test fail following error code java info pst invalid message invalidprotocolmessageexception fail parse protobuf message cause sslprotocolexception software cause connection abort recv fail cause socketexception software cause connection abort recv fail method	['pull-request-available']	3	6	Closed
13147987	GEODE	5479	add isconnectedandready method gfshcommand	originally public command check availability	['pull-request-available']	3	1	Closed
13374253	GEODE	5479	implement zpopmin command	implement command zpopmin command acceptance zpopmin command implement unit test add assert command work expect	['blocks-1.15.0\u200b', 'pull-request-available', 'redis']	3	2	Closed
