id	project_name	processed_title	processed_description	processed_labels	priority_id	type_id	status_name	topic_id	top_terms
13326581	FLINK	streamingfilewriter register listener initialization bucket	feedback user indicate partition commit job fail maybe fix bucket forget fix streamingfilewriter register listener initialization bucket loose listen	['pull-request-available']	1	1	Closed	1	['error', 'method', 'time', 'test', 'fail', 'add', 'class', 'java', 'support', 'remove']
13409386	FLINK	validate partition column resolvedcatalogtable	currently partition column validate exist schema	['pull-request-available']	3	7	Closed	5	['flink', 'remove', 'time', 'need', 'currently', 'error', 'class', 'new', 'test', 'fail']
13505497	FLINK	expose bucketcomputer supportswrite	engine dock sink need know corresponding bucket rule correctly distribute bucket	['pull-request-available']	3	4	Closed	5	['flink', 'remove', 'time', 'need', 'currently', 'error', 'class', 'new', 'test', 'fail']
13186823	FLINK	remove legacy mode testing profile travis config	remove legacy mode testing profile travis config	['pull-request-available']	3	7	Closed	5	['flink', 'remove', 'time', 'need', 'currently', 'error', 'class', 'new', 'test', 'fail']
13247621	FLINK	rename batch streamtablesourcefactory method avoid clash	introduce method specific name order prevent clash implement interface	['pull-request-available']	3	1	Closed	1	['error', 'method', 'time', 'test', 'fail', 'add', 'class', 'java', 'support', 'remove']
13409619	FLINK	remove scala suffix respective benchmark dependencie	dependency lose scala suffix remove benchmark dependency test new artifact	['pull-request-available']	3	1	Closed	5	['flink', 'remove', 'time', 'need', 'currently', 'error', 'class', 'new', 'test', 'fail']
13226620	FLINK	support sortaggregate hashaggregate operator run batch mode	batchexecsortaggregate batchexechashaggregate aggitcase	['pull-request-available']	3	2	Closed	4	['introduce', 'file', 'support', 'type', 'table', 'new', 'flink', 'need', 'java', 'class']
13116971	FLINK	let clusteroverviewhandler directly extend abstractresthandler	order rid legacyresthandler add proper implementation clusteroverviewhandler extend abstractresthandler	['flip-6']	4	7	Closed	2	['table', 'use', 'type', 'add', 'flink', 'create', 'fail', 'time', 'test', 'class']
13304580	FLINK	migrate test flink docker	end end test use flink container docker need migrate flink docker	['pull-request-available']	3	7	Closed	3	['flink', 'test', 'table', 'java', 'create', 'use', 'support', 'class', 'currently', 'introduce']
13437148	FLINK	fail azure	code java mar error test run failure error skip time elapse failure jobmasterstopwithsavepointitcase mar error time elapse failure mar assertionerror mar mar mar mar mar mar method mar mar mar mar mar mar mar mar mar mar mar mar mar mar mar mar mar mar mar mar mar mar mar mar mar mar mar mar mar mar mar mar mar mar mar mar mar mar mar mar mar mar mar mar mar mar mar mar mar error time elapse failure mar assertionerror mar mar mar mar mar mar method mar mar mar mar mar mar mar mar mar mar mar mar mar mar mar mar mar mar mar mar mar mar mar mar mar mar mar mar mar mar mar mar mar mar mar mar mar mar mar mar mar mar mar mar mar mar mar mar code	['pull-request-available', 'test-stability']	2	1	Closed	1	['error', 'method', 'time', 'test', 'fail', 'add', 'class', 'java', 'support', 'remove']
13413384	FLINK	bump netty	netty late version general improvement proper	['pull-request-available', 'stale-assigned']	3	4	Closed	2	['table', 'use', 'type', 'add', 'flink', 'create', 'fail', 'time', 'test', 'class']
13382145	FLINK	remove blink term code base	apart api part environmentsettings old sql client yaml use term blink code base documentation anymore give background information document current planner call blink planner past	['pull-request-available']	3	7	Closed	5	['flink', 'remove', 'time', 'need', 'currently', 'error', 'class', 'new', 'test', 'fail']
13286366	FLINK	use configuration tablefactory hive connector	hiveoption natural table use configuration tablefactory enable table config	['pull-request-available']	3	4	Resolved	2	['table', 'use', 'type', 'add', 'flink', 'create', 'fail', 'time', 'test', 'class']
13313439	FLINK	select field jdbccatalog	query select field table fail set postgrescatalog default step reproduce create postgre catalog set default create table catalog query table select field important field query fail stack trace code sqlexecutionexception invalidate sql statement sql snapshot sql snapshot flink sql snapshot flink sql snapshot flink sql snapshot flink sql snapshot flink sql snapshot cause validationexception sql validation fail null table snapshot table snapshot table snapshot table snapshot sql snapshot sql snapshot sql snapshot sql snapshot cause unsupportedoperationexception table snapshot table snapshot table snapshot table snapshot table snapshot table snapshot table snapshot table snapshot table snapshot table snapshot table snapshot table snapshot table snapshot table snapshot table snapshot table snapshot table snapshot table snapshot table snapshot table snapshot table snapshot table snapshot table snapshot table snapshot table snapshot table snapshot sql snapshot sql snapshot sql snapshot sql snapshot code problem calcite try check build function allow call parenthesis query functioncatalog function logic end case abstractjdbccatalog throw unsupportedoperationexception	['pull-request-available']	1	1	Closed	2	['table', 'use', 'type', 'add', 'flink', 'create', 'fail', 'time', 'test', 'class']
13424956	FLINK	fail unsuccessful restart attempt	return late prior allocation unsuccessful restart attempt problem look execution return null prior allocationid	['pull-request-available']	3	7	Closed	0	['file', 'error', 'fail', 'java', 'create', 'need', 'currently', 'type', 'table', 'remove']
13242105	FLINK	introduce jdbclookupfunction	common store dimension information jdbc database useful support jdbclookupfunction user use lookup dimension field streaming job jdbclookupfunction jdbclookuptablesource user use jdbclookupfunction table function user use jdbclookuptablesource blink planner temporal table join	['pull-request-available']	3	2	Closed	2	['table', 'use', 'type', 'add', 'flink', 'create', 'fail', 'time', 'test', 'class']
13473492	FLINK	bucketselector wrong hashcode negative	calculation bucket numbucket instead hashcode numbucket	['pull-request-available']	1	1	Closed	2	['table', 'use', 'type', 'add', 'flink', 'create', 'fail', 'time', 'test', 'class']
13329908	FLINK	deprecate old source sink interface	deprecate interface class necessary anymore	['pull-request-available']	3	7	Closed	1	['error', 'method', 'time', 'test', 'fail', 'add', 'class', 'java', 'support', 'remove']
13438384	FLINK	test leak executor service	number test create executor service shut properly improve try catch block testexecutorresource	['pull-request-available']	3	11500	Closed	3	['flink', 'test', 'table', 'java', 'create', 'use', 'support', 'class', 'currently', 'introduce']
13315450	FLINK	add release script create snapshot branch	creation release branch entirely manual step involve creation actual git branch update documentation python japicmp configuration	['pull-request-available']	3	4	Closed	2	['table', 'use', 'type', 'add', 'flink', 'create', 'fail', 'time', 'test', 'class']
13370079	FLINK	remove console log kafka connector azp run	kafka connector log console logging statement clutter azp output considerably propose remove logic debug log fix	['pull-request-available']	4	4	Closed	5	['flink', 'remove', 'time', 'need', 'currently', 'error', 'class', 'new', 'test', 'fail']
13335732	FLINK	merge kafka connector base flink connector kafka	nowadays offer unify kafka connector base module require anymore base module use kafka moment merge module	['pull-request-available']	3	4	Closed	3	['flink', 'test', 'table', 'java', 'create', 'use', 'support', 'class', 'currently', 'introduce']
13418849	FLINK	work directory flink process	issue implement confluence zziqcw idea introduce work directory flink process store datum recover process restart access working directory persistent volume restart process node work directory default create temporary directory execute node path include resource flink process ensure default random resource newly start flink process working directory optional feature usable flink deployment	['pull-request-available']	3	2	Closed	3	['flink', 'test', 'table', 'java', 'create', 'use', 'support', 'class', 'currently', 'introduce']
13285090	FLINK	drop elasticsearch connector	drop connector discuss	['pull-request-available']	3	4	Closed	2	['table', 'use', 'type', 'add', 'flink', 'create', 'fail', 'time', 'test', 'class']
13289961	FLINK	introduce flink sql connector hive module provide hive uber jar	discuss	['pull-request-available']	3	2	Resolved	4	['introduce', 'file', 'support', 'type', 'table', 'new', 'flink', 'need', 'java', 'class']
13413155	FLINK	lookupjoinitcase fail java	userdefinedfunctionhelper validate give function public class public probably javascala interplay cause detect time	['pull-request-available']	3	7	Closed	1	['error', 'method', 'time', 'test', 'fail', 'add', 'class', 'java', 'support', 'remove']
13191288	FLINK	remove legacy flinkminicluster	flinkminicluster base legacy cluster mode long	['pull-request-available']	3	7	Resolved	5	['flink', 'remove', 'time', 'need', 'currently', 'error', 'class', 'new', 'test', 'fail']
13486040	FLINK	introduce spark writer table store	main difficulty spark interface currently support custom distribution table store consistent distribution	['pull-request-available']	3	2	Closed	3	['flink', 'test', 'table', 'java', 'create', 'use', 'support', 'class', 'currently', 'introduce']
13127988	FLINK	cluster typesafe	currently cluster type string typesafe avoid mixup different customcommandline clusterdescriptors	['flip-6']	3	7	Closed	0	['file', 'error', 'fail', 'java', 'create', 'need', 'currently', 'type', 'table', 'remove']
13251589	FLINK	refactor blink	subsequent development refactor expressionconverter form rule rexnodeconverter line logic well classification later introduce converter mode refactoring let well maintain modify	['pull-request-available']	3	7	Resolved	4	['introduce', 'file', 'support', 'type', 'table', 'new', 'flink', 'need', 'java', 'class']
13597368	FLINK	timestampdiff string serialize	timestampdiff properly stre serialize timepointunit serialize	['pull-request-available']	3	1	In Progress	2	['table', 'use', 'type', 'add', 'flink', 'create', 'fail', 'time', 'test', 'class']
13526470	FLINK	improve read performance file table	present reading performance files table poor datum read read schema file optimize reading performance	['pull-request-available']	3	4	Closed	4	['introduce', 'file', 'support', 'type', 'table', 'new', 'flink', 'need', 'java', 'class']
13509170	FLINK	introduce dynamic option	present processing dynamic option relatively independent filestoretablefactory conducive engine configure dynamic option propose interface table dynamic option configure time	['pull-request-available']	3	4	Closed	4	['introduce', 'file', 'support', 'type', 'table', 'new', 'flink', 'need', 'java', 'class']
13217071	FLINK	introduce abstract set datum format	blink use abstract set datum format internal calculation use binary format possible minimize serialization overhead java object overhead include baserow row basemap java map basearray java array basestring java string decimal bigdecimal object specify user automatically bigdecimal int date use int calculation remain row date change completely int time long timestamp byte byte basegeneric genericreldatatype know let user define serializer primitive type use boxed type	['pull-request-available']	3	2	Closed	2	['table', 'use', 'type', 'add', 'flink', 'create', 'fail', 'time', 'test', 'class']
13244297	FLINK	hive connector fail hadoop build	hive connector work hadoop test run correspond cron profile add profile skip hive test enable profile	['pull-request-available']	3	1	Closed	1	['error', 'method', 'time', 'test', 'fail', 'add', 'class', 'java', 'support', 'remove']
13517570	FLINK	introduce datatype table store	introduce table store datatype decouple flink sql logicaltype	['pull-request-available']	3	7	Closed	4	['introduce', 'file', 'support', 'type', 'table', 'new', 'flink', 'need', 'java', 'class']
13304432	FLINK	launchcoordinatortest fail	noformat error test run failure error skip time elapse	['pull-request-available', 'test-stability']	3	1	Resolved	1	['error', 'method', 'time', 'test', 'fail', 'add', 'class', 'java', 'support', 'remove']
13278176	FLINK	preserve log bashjavautil log	introduce bashjavautil utility start calculate memory configuration jvm process ideally nice preserve bashjavautils log log currently log bashjavautils configure class path differ logging log rewrite bashjavautil align logging false default flink	['pull-request-available']	1	4	Closed	5	['flink', 'remove', 'time', 'need', 'currently', 'error', 'class', 'new', 'test', 'fail']
13380486	FLINK	performance regression	test multiinputmapsink multiinputoneidlemapsink readfilesplit regression regression run range probably cause	['pull-request-available']	3	4	Closed	3	['flink', 'test', 'table', 'java', 'create', 'use', 'support', 'class', 'currently', 'introduce']
13313068	FLINK	create catalog user jar	create catalog statement work catalog implementation come user classloader problem use sqltooperationconverter classloader use way reproduce try create postgres catalog flink connector jdbc pass additional jar sql client	['pull-request-available']	2	1	Closed	2	['table', 'use', 'type', 'add', 'flink', 'create', 'fail', 'time', 'test', 'class']
13335135	FLINK	introduce bulkformatfactory integrate new filesource table	introduce bulkformatfactory bulkformat filesystem connector use factory create bulkformat use new filesource read file	['pull-request-available']	3	7	Closed	4	['introduce', 'file', 'support', 'type', 'table', 'new', 'flink', 'need', 'java', 'class']
13295928	FLINK	integrate parquet file system connector	implement parquetfilesystemformatfactory	['pull-request-available']	3	7	Resolved	0	['file', 'error', 'fail', 'java', 'create', 'need', 'currently', 'type', 'table', 'remove']
13328924	FLINK	hang	code main wait monitor entry thread state blocked object monitor wait lock sslsocketoutputrecord code	['pull-request-available', 'test-stability']	3	1	Closed	2	['table', 'use', 'type', 'add', 'flink', 'create', 'fail', 'time', 'test', 'class']
13326530	FLINK	clean unilateralsortmerger	preparation step confluence display flink purpose task fold break implementation composable piece introduce way produce record push base manner instead pull base additional reading thread	['pull-request-available']	3	7	Closed	4	['introduce', 'file', 'support', 'type', 'table', 'new', 'flink', 'need', 'java', 'class']
